source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
CAFs,Endothelial,TIMP1,CD63,1.9159185,0.0,3.6706316,0.2497780847835204,0.508480154483919,0.048778813,0.9516806,0.2322318920056515,0.00676363325607825
PVL,Myeloid,TIMP1,CD63,1.9152218,0.0,3.6104336,0.246601630907836,0.6094481188794325,0.047978844,0.9512989,0.2494470557824758,0.0070342389077975714
CAFs,PVL,COL1A2,CD36,2.141549,0.0,2.1879625,0.7636116407005604,2.6304456637999443,0.18535088,0.93829495,0.017688151342452645,0.008465167429663656
CAFs,PVL,COL1A1,CD36,2.1015677,0.0,2.1405516,0.7666974199368501,2.8609159385805216,0.19612657,0.9376577,0.017688151342452645,0.00907377860619978
Cancer Epithelial,PVL,MDK,SDC2,1.9279587,0.0,2.0978498,0.9135802742628202,1.9241773172238363,0.18109728,0.93706614,0.017688151342452645,0.009703023613128534
Cancer Epithelial,Cancer Epithelial,COL1A2,SDC1,0.16666707,1.0,0.027662396,-0.21690499654590062,-2.042509083762163,0.007074661,0.6309683,1.0,0.009950241102575332
Cancer Epithelial,Endothelial,APP,CD74,2.2481995,0.0,2.026632,0.5853083037588804,0.7445179206069636,0.06081323,0.93604004,0.12648740025500985,0.010025368927137806
Cancer Epithelial,Cancer Epithelial,MDK,NCL,1.9126493,0.0,1.9998562,1.063453922737339,1.5497990972976994,0.15422553,0.93564075,0.017688151342452645,0.010352854646354413
PVL,PVL,TIMP1,CD63,1.814631,0.0,3.2734268,0.185282090652991,0.7328379892974728,0.043500382,0.9489781,0.3517286740255826,0.010352854646354413
Myeloid,Myeloid,FN1,PLAUR,1.8072937,0.0,3.260035,0.6776712021442207,1.25336716842504,0.106349796,0.9488788,0.018778977605582177,0.011023225185776139
PVL,Endothelial,TIMP1,CD63,1.7902377,0.0,3.1917028,0.1704122192288118,0.44797712945615187,0.042414356,0.9483626,0.39350425346888346,0.011366095546872467
Myeloid,Cancer Epithelial,LGALS1,ITGB1,1.7801056,0.0,3.022381,0.31055701654335305,0.04560546373091601,0.04874063,0.9470115,0.5295821919714354,0.011714081907667259
Endothelial,CAFs,TIMP1,CD63,1.8245599,0.0,1.908918,0.17992390295802305,-0.08338887508993498,0.025367502,0.93422526,0.9336539495164716,0.012067178166793566
B-cells,T-cells,HLA-B,CD3D,1.7491649,0.0,3.0523162,0.8140549844056374,1.140442990974502,0.072065495,0.9472582,0.07742246015503348,0.012788675974572929
CAFs,T-cells,LGALS1,ITGB1,1.8482423,0.0,1.8771796,0.27058350981337137,0.7563287261538096,0.03027246,0.93370825,0.7102633894841395,0.012788675974572929
PVL,Cancer Epithelial,LGALS1,ITGB1,1.7446957,0.0,2.923411,0.2908118786895366,0.1550918958109051,0.04714458,0.94616985,0.4141167935331162,0.013530540159274958
Endothelial,T-cells,APP,CD74,1.728688,0.0,1.8975176,0.4105567517284129,0.5899564988137329,0.05693889,0.93404096,0.15366937646028125,0.014681419252716921
Plasmablasts,Cancer Epithelial,PKM,CD44,0.17189068,1.0,0.028479356,-0.2378362304029746,-1.2772161938959077,0.0031279055,0.63435036,1.0,0.014917099863024866
Cancer Epithelial,CAFs,MDK,LRP1,1.8786037,0.0,1.7819357,0.9445059165701672,1.9131024753245973,0.24767712,0.9320784,0.007769498771964479,0.01547398589993874
CAFs,CAFs,FN1,PLAUR,1.7209599,0.0,2.4127982,0.5111612279902944,1.5168026660969627,0.07871099,0.9410666,0.05688080575162394,0.01587784560116455
Myeloid,PVL,LGALS1,ITGB1,1.7143959,0.0,2.7381577,0.26094157880591157,0.5849831778238683,0.04415708,0.94447815,0.3055778016613817,0.016700687252011237
PVL,PVL,LGALS1,ITGB1,1.678986,0.0,2.6484947,0.24119644095209516,0.6944696099038574,0.042711128,0.9435987,0.3362627358986029,0.019738779034047502
Cancer Epithelial,Plasmablasts,LGALS9,CD47,0.17480612,0.995,0.030496398,-0.13466457367564136,-0.7844467453584114,0.006664219,0.6422493,1.0,0.019878456222851733
CAFs,Endothelial,SPARC,ENG,1.6616244,0.0,1.8679965,0.7080105201949587,1.8034399996181882,0.22483237,0.9335563,0.017397047235351265,0.02111575725873778
CAFs,Myeloid,LUM,ITGB1,2.4557915,0.0,1.5871562,0.5642872413490486,1.9598688096230514,0.037255492,0.92832136,0.22130567232607803,0.02158469726907622
Cancer Epithelial,Myeloid,COPA,CD74,2.6966023,0.0,1.5569818,0.8740652673292684,1.5760121663336955,0.08975668,0.92768013,0.03533999144173793,0.023510034257937726
Myeloid,T-cells,LGALS1,CD69,1.6254611,0.0,2.3534753,0.6837794510392852,1.4554364151696075,0.09078842,0.9403725,0.0343303427239224,0.024003730615046903
Cancer Epithelial,Endothelial,MDK,ITGA6_ITGB1,1.834678,0.0,1.500774,1.0233959322805257,1.9235479498470291,0.22788207,0.92643696,0.010560560360677661,0.024502359930722854
Myeloid,T-cells,LGALS1,PTPRC,1.6234286,0.0,2.3446836,0.7082465378842188,1.4106857862698492,0.10043009,0.9402675,0.02363623420057333,0.024502359930722854
Cancer Epithelial,Cancer Epithelial,MYL9,CD69,0.17654055,1.0,0.031032467,-0.2002254025719981,-1.4883209410824454,0.00399397,0.64424866,1.0,0.02483431010343181
PVL,T-cells,CD59,CD2,1.6233196,0.0,2.61944,1.0492275068857553,2.0385929994649477,0.11979301,0.9433044,0.017688151342452645,0.025005916103598633
CAFs,Cancer Epithelial,TIMP1,CD63,1.6003163,0.181,2.454618,0.0573888777030829,-0.17083905561620738,0.03261928,0.9415414,0.9976793198326692,0.02602778461548186
Myeloid,Myeloid,TNFSF13B,HLA-DPB1,1.5955764,0.0,1.6970577,1.2746973325583033,2.405118102768551,0.39182967,0.9305172,0.0007246162487931556,0.027069287339761005
Myeloid,CAFs,LGALS1,ITGB1,1.5940708,0.0,2.2176983,0.17008762992268367,0.15493293785345452,0.035763863,0.9386846,0.49361149456393044,0.02759738627813168
B-cells,CAFs,TIMP1,CD63,1.7457722,0.063,1.4336332,0.13017024732094643,-0.4771269981206012,0.01905147,0.9248621,1.0,0.02759738627813168
PVL,T-cells,LGALS1,CD69,1.5900512,0.0,2.2764091,0.6640343131854688,1.5649228472495966,0.087815486,0.9394322,0.037961537790126024,0.02813037906981877
PVL,T-cells,LGALS1,PTPRC,1.5880187,0.0,2.2679052,0.6885014000304024,1.5201722183498383,0.09714144,0.9393257,0.026186644779222775,0.028668252437676366
Cancer Epithelial,T-cells,APP,CD74,1.6406372,0.0,1.4091651,0.2991412694661859,0.009277153181100228,0.042284876,0.92426175,0.5861308701788486,0.028668252437676366
CAFs,Myeloid,FN1,CD44,1.5683136,0.0,1.6612166,0.674844282766645,1.8561296723737044,0.12498692,0.92982394,0.017688151342452645,0.029211003851757122
CAFs,PVL,FN1,SDC2,1.5586658,0.0,1.6137136,0.5905525834756813,2.0430796391458648,0.14806955,0.9288715,0.017688151342452645,0.029758627210694097
Cancer Epithelial,Cancer Epithelial,COL1A2,CD44,0.18023778,1.0,0.031894267,-0.30397391545763663,-2.312239327373722,0.0030923632,0.6473815,1.0,0.029784668725559307
PVL,CAFs,LGALS1,ITGB1,1.5586609,0.0,2.1450784,0.15034249206886724,0.2644193699334436,0.034592748,0.9377194,0.5276414438805179,0.030311116413120332
CAFs,Plasmablasts,FN1,CD79A,1.5585852,0.0,1.6133165,1.1766567901332923,1.8758905123532679,0.14841,0.92886335,0.017688151342452645,0.030868465357668882
Cancer Epithelial,Myeloid,S100A8,CD68,1.5561638,0.0,2.4025319,1.5005712999204452,3.1142058971038518,0.3578518,0.9409483,0.00018307598691272138,0.0314306679429728
CAFs,B-cells,FN1,CD79A,1.5386121,0.0,1.514976,1.1198646545561648,1.797012964690539,0.13936359,0.9267573,0.017688151342452645,0.03314633652974724
Myeloid,Endothelial,CXCL10,ACKR1,1.5173664,0.0,2.2962437,1.048049724514622,2.9679629746814777,0.36602047,0.93967855,0.0013926720130897627,0.03372789266440312
Plasmablasts,Cancer Epithelial,COL1A1,SDC1,0.18417819,1.0,0.033875864,-0.1801172281920682,-2.0179914213333907,0.009370487,0.6542305,1.0,0.034729530974444256
Myeloid,Myeloid,LGALS1,PTPRC,1.5096502,0.0,1.8525422,0.5546055313898657,0.751869290694616,0.07935014,0.9332982,0.0550794984774596,0.03490546823410981
CAFs,T-cells,CD59,CD2,1.5036325,0.0,2.260878,0.9762424271937022,1.6261718580807458,0.10339516,0.9392372,0.020758421950907942,0.03550147949469055
Endothelial,Myeloid,VIM,CD44,1.5016433,0.0,1.5712402,0.615192597195042,1.2585296885464978,0.11196406,0.9279853,0.017688151342452645,0.03610228752856337
Plasmablasts,CAFs,TIMP1,CD63,1.7275087,0.009,1.3234588,0.11863702156924322,-0.6938293676854059,0.01758737,0.922036,1.0,0.03793349583753464
Myeloid,Endothelial,LGALS1,ITGB1,1.4917524,0.006,1.7751261,0.09282990780811115,-0.15788876847421895,0.02862669,0.9319571,0.878428018374429,0.03855347042691203
PVL,Cancer Epithelial,TIMP1,CD63,1.4746356,0.717,2.1343496,-0.02197698785162569,-0.23134208064397455,0.028363252,0.93757284,1.0,0.03917821096028991
B-cells,Cancer Epithelial,VCAN,CD44,0.18568844,0.873,0.034124196,-0.1048788204382749,-0.8836493647614931,0.010564786,0.6550561,1.0,0.03966890613859453
PVL,Myeloid,LGALS1,PTPRC,1.4742403,0.0,1.7918794,0.5348603935360493,0.8613557227746051,0.07675177,0.9322544,0.064131481517771,0.03980772815838382
Cancer Epithelial,Myeloid,FN1,PLAUR,1.4661874,0.0,1.973033,0.4780215773393418,0.48729654104472653,0.064364836,0.935233,0.15443916519390416,0.04044199896935321
Myeloid,CAFs,TIMP1,CD63,1.7237048,0.002,1.300512,0.11623489125107217,-0.42072766766387515,0.01728243,0.921405,1.0,0.04108103437053155
Myeloid,CAFs,PSAP,LRP1,1.4633763,0.0,1.3195546,0.6729870313953632,1.7175287305492333,0.16727854,0.9219298,0.017688151342452645,0.041724811053788925
PVL,Endothelial,LGALS1,ITGB1,1.4563425,0.005,1.7169983,0.07308476995429473,-0.04840233639422986,0.02768929,0.9308939,0.915940859677084,0.04237334025241963
PVL,Endothelial,SPARC,ENG,1.4519615,0.0,1.5674917,0.5904501200849568,1.3412229901583488,0.18866354,0.92790544,0.017688151342452645,0.04302660722953657
PVL,T-cells,MYL9,CD69,1.4214737,0.0,1.909517,1.0177972425989008,2.796279324914294,0.24576046,0.93423486,0.007927855445203717,0.04368459699311246
CAFs,B-cells,LUM,ITGB1,2.4217253,0.0,1.2762122,0.5385648057483307,1.8505883033751953,0.02995667,0.9207194,0.22130567232607803,0.044347321159151486
CAFs,Plasmablasts,TIMP1,CD63,1.409784,0.909,1.7204976,-0.058758433065765836,-0.5525374794417326,0.022863593,0.93095934,1.0,0.044347321159151486
Cancer Epithelial,Cancer Epithelial,LGALS9,CD44,0.18578303,0.574,0.034162894,-0.016223600152059738,-0.4414332732566959,0.015173186,0.6551842,1.0,0.04460278688157621
PVL,Myeloid,FN1,PLAUR,1.4078832,0.0,1.7530501,0.4438961537759491,0.7427265832459693,0.057188496,0.93155926,0.15290246902821733,0.04501475578167445
Endothelial,Cancer Epithelial,VWF,ITGB1,1.401577,0.0,1.9644014,0.8179469973145299,1.720857641349851,0.199337,0.9351001,0.017688151342452645,0.04636376780717
CAFs,PVL,MDK,SDC2,1.3968642,0.0,1.4015948,0.568633338741102,1.622103353316099,0.120992936,0.924073,0.017688151342452645,0.047045333134156944
Endothelial,Myeloid,TIMP1,CD63,1.3940938,0.966,1.3640511,-0.08248586367722324,-0.7742469024565637,0.018126797,0.92311496,1.0,0.04842253355767631
Cancer Epithelial,T-cells,S100A8,CD69,1.3913094,0.0,1.8438672,1.2531553205196273,3.0147136521171785,0.19264184,0.93315196,0.0016355317709524687,0.04911816572209242
Cancer Epithelial,Cancer Epithelial,CCL5,SDC1,0.18709034,0.611,0.034909185,0.027183620327333062,-0.7076556431691545,0.019223966,0.6576211,1.0,0.04953118663658368
T-cells,Endothelial,CCL5,ACKR1,1.3889794,0.0,1.926772,1.143431294316175,3.370848414999257,0.36957598,0.9345107,0.0011528324643730445,0.04981846519062598
Cancer Epithelial,Endothelial,COPA,CD74,2.147155,0.0,1.2206519,0.6152710102644487,0.8457947949567377,0.07036798,0.9190795,0.08504009644091182,0.05052344471853765
Myeloid,T-cells,LGALS1,ITGB1,1.3852358,0.209,1.3143948,0.012402339292406403,-0.07059471036496667,0.021196675,0.92178863,1.0,0.05052344471853765
CAFs,Cancer Epithelial,MDK,NCL,1.3815547,0.0,1.3361243,0.7185069872156208,1.247725133389962,0.10303964,0.92237765,0.02162776794647476,0.05123307922207035
